,rate,lower,upper,year,tax_type
3449,62.0,100000,150000,1939,Single
3450,64.0,150000,200000,1939,Single
3451,66.0,200000,250000,1939,Single
3452,68.0,250000,300000,1939,Single
3453,70.0,300000,400000,1939,Single
3454,72.0,400000,500000,1939,Single
3455,74.0,500000,750000,1939,Single
3456,76.0,750000,1000000,1939,Single
3457,77.0,1000000,2000000,1939,Single
3458,78.0,2000000,5000000,1939,Single
3459,79.0,5000000,10000000,1939,Single
3460,4.0,0,4000,1940,Head
3461,8.0,4000,6000,1940,Head
3462,10.0,6000,8000,1940,Head
3463,12.0,8000,10000,1940,Head
3464,14.0,10000,12000,1940,Head
3465,16.0,12000,14000,1940,Head
3466,19.0,14000,16000,1940,Head
3467,22.0,16000,18000,1940,Head
3468,25.0,18000,20000,1940,Head
3469,28.0,20000,22000,1940,Head
3470,31.0,22000,26000,1940,Head
3471,34.0,26000,32000,1940,Head
3472,37.0,32000,38000,1940,Head
3473,40.0,38000,44000,1940,Head
3474,44.0,44000,50000,1940,Head
3475,48.0,50000,60000,1940,Head
3476,51.0,60000,70000,1940,Head
3477,54.0,70000,80000,1940,Head
3478,57.0,80000,90000,1940,Head
3479,60.0,90000,100000,1940,Head
3480,62.0,100000,150000,1940,Head
3481,64.0,150000,200000,1940,Head
3482,66.0,200000,250000,1940,Head
3483,68.0,250000,300000,1940,Head
3484,70.0,300000,400000,1940,Head
3485,72.0,400000,500000,1940,Head
3486,74.0,500000,750000,1940,Head
3487,76.0,750000,1000000,1940,Head
3488,77.0,1000000,2000000,1940,Head
3489,78.0,2000000,5000000,1940,Head
3490,79.0,5000000,10000000,1940,Head
3491,4.0,0,4000,1940,Jointly
3492,8.0,4000,6000,1940,Jointly
3493,10.0,6000,8000,1940,Jointly
3494,12.0,8000,10000,1940,Jointly
3495,14.0,10000,12000,1940,Jointly
3496,16.0,12000,14000,1940,Jointly
3497,19.0,14000,16000,1940,Jointly
3498,22.0,16000,18000,1940,Jointly
3499,25.0,18000,20000,1940,Jointly
3500,28.0,20000,22000,1940,Jointly
3501,31.0,22000,26000,1940,Jointly
3502,34.0,26000,32000,1940,Jointly
3503,37.0,32000,38000,1940,Jointly
3504,40.0,38000,44000,1940,Jointly
3505,44.0,44000,50000,1940,Jointly
3506,48.0,50000,60000,1940,Jointly
3507,51.0,60000,70000,1940,Jointly
3508,54.0,70000,80000,1940,Jointly
3509,57.0,80000,90000,1940,Jointly
3510,60.0,90000,100000,1940,Jointly
3511,62.0,100000,150000,1940,Jointly
3512,64.0,150000,200000,1940,Jointly
3513,66.0,200000,250000,1940,Jointly
3514,68.0,250000,300000,1940,Jointly
3515,70.0,300000,400000,1940,Jointly
3516,72.0,400000,500000,1940,Jointly
3517,74.0,500000,750000,1940,Jointly
3518,76.0,750000,1000000,1940,Jointly
3519,77.0,1000000,2000000,1940,Jointly
3520,78.0,2000000,5000000,1940,Jointly
3521,79.0,5000000,10000000,1940,Jointly
3522,4.0,0,4000,1940,Separately
3523,8.0,4000,6000,1940,Separately
3524,10.0,6000,8000,1940,Separately
3525,12.0,8000,10000,1940,Separately
3526,14.0,10000,12000,1940,Separately
3527,16.0,12000,14000,1940,Separately
3528,19.0,14000,16000,1940,Separately
3529,22.0,16000,18000,1940,Separately
3530,25.0,18000,20000,1940,Separately
3531,28.0,20000,22000,1940,Separately
3532,31.0,22000,26000,1940,Separately
3533,34.0,26000,32000,1940,Separately
3534,37.0,32000,38000,1940,Separately
3535,40.0,38000,44000,1940,Separately
3536,44.0,44000,50000,1940,Separately
3537,48.0,50000,60000,1940,Separately
3538,51.0,60000,70000,1940,Separately
3539,54.0,70000,80000,1940,Separately
3540,57.0,80000,90000,1940,Separately
3541,60.0,90000,100000,1940,Separately
3542,62.0,100000,150000,1940,Separately
3543,64.0,150000,200000,1940,Separately
3544,66.0,200000,250000,1940,Separately
3545,68.0,250000,300000,1940,Separately
3546,70.0,300000,400000,1940,Separately
3547,72.0,400000,500000,1940,Separately
3548,74.0,500000,750000,1940,Separately
3549,76.0,750000,1000000,1940,Separately
3550,77.0,1000000,2000000,1940,Separately
3551,78.0,2000000,5000000,1940,Separately
3552,79.0,5000000,10000000,1940,Separately
3553,4.0,0,4000,1940,Single
3554,8.0,4000,6000,1940,Single
3555,10.0,6000,8000,1940,Single
3556,12.0,8000,10000,1940,Single
3557,14.0,10000,12000,1940,Single
3558,16.0,12000,14000,1940,Single
3559,19.0,14000,16000,1940,Single
