,rate,lower,upper,year,tax_type
6880,36.0,12000,14000,1973,Separately
6881,39.0,14000,16000,1973,Separately
6882,42.0,16000,18000,1973,Separately
6883,45.0,18000,20000,1973,Separately
6884,48.0,20000,22000,1973,Separately
6885,50.0,22000,26000,1973,Separately
6886,53.0,26000,32000,1973,Separately
6887,55.0,32000,38000,1973,Separately
6888,58.0,38000,44000,1973,Separately
6889,60.0,44000,50000,1973,Separately
6890,62.0,50000,60000,1973,Separately
6891,64.0,60000,70000,1973,Separately
6892,66.0,70000,80000,1973,Separately
6893,68.0,80000,90000,1973,Separately
6894,69.0,90000,100000,1973,Separately
6895,70.0,100000,10000000,1973,Separately
6896,15.0,500,1000,1973,Single
6897,16.0,1000,1500,1973,Single
6898,17.0,1500,2000,1973,Single
6899,19.0,2000,4000,1973,Single
6900,21.0,4000,6000,1973,Single
6901,24.0,6000,8000,1973,Single
6902,25.0,8000,10000,1973,Single
6903,27.0,10000,12000,1973,Single
6904,29.0,12000,14000,1973,Single
6905,31.0,14000,16000,1973,Single
6906,34.0,16000,18000,1973,Single
6907,36.0,18000,20000,1973,Single
6908,38.0,20000,22000,1973,Single
6909,40.0,22000,26000,1973,Single
6910,45.0,26000,32000,1973,Single
6911,50.0,32000,38000,1973,Single
6912,55.0,38000,44000,1973,Single
6913,60.0,44000,50000,1973,Single
6914,62.0,50000,60000,1973,Single
6915,64.0,60000,70000,1973,Single
6916,66.0,70000,80000,1973,Single
6917,68.0,80000,90000,1973,Single
6918,69.0,90000,100000,1973,Single
6919,70.0,100000,10000000,1973,Single
6920,16.0,1000,2000,1974,Head
6921,18.0,2000,4000,1974,Head
6922,19.0,4000,6000,1974,Head
6923,22.0,6000,8000,1974,Head
6924,23.0,8000,10000,1974,Head
6925,25.0,10000,12000,1974,Head
6926,27.0,12000,14000,1974,Head
6927,28.0,14000,16000,1974,Head
6928,31.0,16000,18000,1974,Head
6929,32.0,18000,20000,1974,Head
6930,35.0,20000,22000,1974,Head
6931,36.0,22000,24000,1974,Head
6932,38.0,24000,26000,1974,Head
6933,41.0,26000,28000,1974,Head
6934,42.0,28000,32000,1974,Head
6935,45.0,32000,36000,1974,Head
6936,48.0,36000,38000,1974,Head
6937,51.0,38000,40000,1974,Head
6938,52.0,40000,44000,1974,Head
6939,55.0,44000,50000,1974,Head
6940,56.0,50000,52000,1974,Head
6941,58.0,52000,64000,1974,Head
6942,59.0,64000,70000,1974,Head
6943,61.0,70000,76000,1974,Head
6944,62.0,76000,80000,1974,Head
6945,63.0,80000,88000,1974,Head
6946,64.0,88000,100000,1974,Head
6947,66.0,100000,120000,1974,Head
6948,67.0,120000,140000,1974,Head
6949,68.0,140000,160000,1974,Head
6950,69.0,160000,180000,1974,Head
6951,70.0,180000,10000000,1974,Head
6952,14.0,0,1000,1974,Jointly
6953,15.0,1000,2000,1974,Jointly
6954,16.0,2000,3000,1974,Jointly
6955,17.0,3000,4000,1974,Jointly
6956,19.0,4000,8000,1974,Jointly
6957,22.0,8000,12000,1974,Jointly
6958,25.0,12000,16000,1974,Jointly
6959,28.0,16000,20000,1974,Jointly
6960,32.0,20000,24000,1974,Jointly
6961,36.0,24000,28000,1974,Jointly
6962,39.0,28000,32000,1974,Jointly
6963,42.0,32000,36000,1974,Jointly
6964,45.0,36000,40000,1974,Jointly
6965,48.0,40000,44000,1974,Jointly
6966,50.0,44000,52000,1974,Jointly
6967,53.0,52000,64000,1974,Jointly
6968,55.0,64000,76000,1974,Jointly
6969,58.0,76000,88000,1974,Jointly
6970,60.0,88000,100000,1974,Jointly
6971,62.0,100000,120000,1974,Jointly
6972,64.0,120000,140000,1974,Jointly
6973,66.0,140000,160000,1974,Jointly
6974,68.0,160000,180000,1974,Jointly
6975,69.0,180000,200000,1974,Jointly
6976,70.0,200000,10000000,1974,Jointly
6977,14.0,0,50,1974,Separately
6978,15.0,500,1000,1974,Separately
6979,16.0,1000,1500,1974,Separately
6980,17.0,1500,2000,1974,Separately
6981,19.0,2000,4000,1974,Separately
6982,22.0,4000,6000,1974,Separately
6983,25.0,6000,8000,1974,Separately
6984,28.0,8000,10000,1974,Separately
6985,32.0,10000,12000,1974,Separately
6986,36.0,12000,14000,1974,Separately
6987,39.0,14000,16000,1974,Separately
6988,42.0,16000,18000,1974,Separately
6989,45.0,18000,20000,1974,Separately
6990,48.0,20000,22000,1974,Separately
6991,50.0,22000,26000,1974,Separately
6992,53.0,26000,32000,1974,Separately
6993,55.0,32000,38000,1974,Separately
6994,58.0,38000,44000,1974,Separately
6995,60.0,44000,50000,1974,Separately
6996,62.0,50000,60000,1974,Separately
6997,64.0,60000,70000,1974,Separately
6998,66.0,70000,80000,1974,Separately
6999,68.0,80000,90000,1974,Separately
7000,69.0,90000,100000,1974,Separately
7001,70.0,100000,10000000,1974,Separately
7002,15.0,500,1000,1974,Single
7003,16.0,1000,1500,1974,Single
7004,17.0,1500,2000,1974,Single
7005,19.0,2000,4000,1974,Single
7006,21.0,4000,6000,1974,Single
7007,24.0,6000,8000,1974,Single
7008,25.0,8000,10000,1974,Single
7009,27.0,10000,12000,1974,Single
7010,29.0,12000,14000,1974,Single
7011,31.0,14000,16000,1974,Single
7012,34.0,16000,18000,1974,Single
7013,36.0,18000,20000,1974,Single
7014,38.0,20000,22000,1974,Single
7015,40.0,22000,26000,1974,Single
7016,45.0,26000,32000,1974,Single
7017,50.0,32000,38000,1974,Single
7018,55.0,38000,44000,1974,Single
7019,60.0,44000,50000,1974,Single
7020,62.0,50000,60000,1974,Single
7021,64.0,60000,70000,1974,Single
7022,66.0,70000,80000,1974,Single
7023,68.0,80000,90000,1974,Single
7024,69.0,90000,100000,1974,Single
7025,70.0,100000,10000000,1974,Single
7026,16.0,1000,2000,1976,Head
7027,18.0,2000,4000,1976,Head
7028,19.0,4000,6000,1976,Head
7029,22.0,6000,8000,1976,Head
7030,23.0,8000,10000,1976,Head
7031,25.0,10000,12000,1976,Head
7032,27.0,12000,14000,1976,Head
7033,28.0,14000,16000,1976,Head
7034,31.0,16000,18000,1976,Head
7035,32.0,18000,20000,1976,Head
7036,35.0,20000,22000,1976,Head
7037,36.0,22000,24000,1976,Head
7038,38.0,24000,26000,1976,Head
7039,41.0,26000,28000,1976,Head
7040,42.0,28000,32000,1976,Head
7041,45.0,32000,36000,1976,Head
7042,48.0,36000,38000,1976,Head
7043,51.0,38000,40000,1976,Head
7044,52.0,40000,44000,1976,Head
7045,55.0,44000,50000,1976,Head
7046,56.0,50000,52000,1976,Head
7047,58.0,52000,64000,1976,Head
7048,59.0,64000,70000,1976,Head
7049,61.0,70000,76000,1976,Head
7050,62.0,76000,80000,1976,Head
7051,63.0,80000,88000,1976,Head
7052,64.0,88000,100000,1976,Head
7053,66.0,100000,120000,1976,Head
7054,67.0,120000,140000,1976,Head
7055,68.0,140000,160000,1976,Head
7056,69.0,160000,180000,1976,Head
7057,70.0,180000,10000000,1976,Head
7058,14.0,0,1000,1976,Jointly
7059,15.0,1000,2000,1976,Jointly
7060,16.0,2000,3000,1976,Jointly
7061,17.0,3000,4000,1976,Jointly
7062,19.0,4000,8000,1976,Jointly
7063,22.0,8000,12000,1976,Jointly
7064,25.0,12000,16000,1976,Jointly
7065,28.0,16000,20000,1976,Jointly
7066,32.0,20000,24000,1976,Jointly
7067,36.0,24000,28000,1976,Jointly
7068,39.0,28000,32000,1976,Jointly
7069,42.0,32000,36000,1976,Jointly
7070,45.0,36000,40000,1976,Jointly
7071,48.0,40000,44000,1976,Jointly
7072,50.0,44000,52000,1976,Jointly
7073,53.0,52000,64000,1976,Jointly
7074,55.0,64000,76000,1976,Jointly
7075,58.0,76000,88000,1976,Jointly
7076,60.0,88000,100000,1976,Jointly
7077,62.0,100000,120000,1976,Jointly
7078,64.0,120000,140000,1976,Jointly
7079,66.0,140000,160000,1976,Jointly
7080,68.0,160000,180000,1976,Jointly
7081,69.0,180000,200000,1976,Jointly
7082,70.0,200000,10000000,1976,Jointly
7083,14.0,0,50,1976,Separately
7084,15.0,500,1000,1976,Separately
7085,16.0,1000,1500,1976,Separately
7086,17.0,1500,2000,1976,Separately
7087,19.0,2000,4000,1976,Separately
7088,22.0,4000,6000,1976,Separately
7089,25.0,6000,8000,1976,Separately
7090,28.0,8000,10000,1976,Separately
7091,32.0,10000,12000,1976,Separately
7092,36.0,12000,14000,1976,Separately
7093,39.0,14000,16000,1976,Separately
7094,42.0,16000,18000,1976,Separately
7095,45.0,18000,20000,1976,Separately
7096,48.0,20000,22000,1976,Separately
7097,50.0,22000,26000,1976,Separately
7098,53.0,26000,32000,1976,Separately
7099,55.0,32000,38000,1976,Separately
7100,58.0,38000,44000,1976,Separately
7101,60.0,44000,50000,1976,Separately
7102,62.0,50000,60000,1976,Separately
7103,64.0,60000,70000,1976,Separately
7104,66.0,70000,80000,1976,Separately
7105,68.0,80000,90000,1976,Separately
7106,69.0,90000,100000,1976,Separately
7107,70.0,100000,10000000,1976,Separately
7108,15.0,500,1000,1976,Single
7109,16.0,1000,1500,1976,Single
7110,17.0,1500,2000,1976,Single
7111,19.0,2000,4000,1976,Single
7112,21.0,4000,6000,1976,Single
7113,24.0,6000,8000,1976,Single
7114,25.0,8000,10000,1976,Single
7115,27.0,10000,12000,1976,Single
7116,29.0,12000,14000,1976,Single
7117,31.0,14000,16000,1976,Single
7118,34.0,16000,18000,1976,Single
7119,36.0,18000,20000,1976,Single
7120,38.0,20000,22000,1976,Single
7121,40.0,22000,26000,1976,Single
7122,45.0,26000,32000,1976,Single
7123,50.0,32000,38000,1976,Single
7124,55.0,38000,44000,1976,Single
7125,60.0,44000,50000,1976,Single
7126,62.0,50000,60000,1976,Single
7127,64.0,60000,70000,1976,Single
7128,66.0,70000,80000,1976,Single
7129,68.0,80000,90000,1976,Single
7130,69.0,90000,100000,1976,Single
7131,70.0,100000,10000000,1976,Single
7132,14.0,2200,3200,1977,Head
7133,16.0,3200,4200,1977,Head
7134,16.0,1000,2000,1977,Head
7135,18.0,4200,6200,1977,Head
7136,18.0,2000,4000,1977,Head
7137,19.0,6200,8200,1977,Head
7138,19.0,4000,6000,1977,Head
7139,22.0,8200,10200,1977,Head
7140,22.0,6000,8000,1977,Head
7141,23.0,10200,12200,1977,Head
7142,23.0,8000,10000,1977,Head
7143,25.0,12200,14200,1977,Head
7144,25.0,10000,12000,1977,Head
7145,27.0,14200,16200,1977,Head
7146,27.0,12000,14000,1977,Head
7147,28.0,16200,18200,1977,Head
7148,28.0,14000,16000,1977,Head
7149,31.0,18200,20200,1977,Head
7150,31.0,16000,18000,1977,Head
7151,32.0,20200,22200,1977,Head
7152,32.0,18000,20000,1977,Head
7153,35.0,22200,24200,1977,Head
7154,35.0,20000,22000,1977,Head
7155,36.0,24200,26200,1977,Head
7156,36.0,22000,24000,1977,Head
7157,38.0,26200,28200,1977,Head
7158,38.0,24000,26000,1977,Head
7159,41.0,28200,30200,1977,Head
7160,41.0,26000,28000,1977,Head
7161,42.0,30200,34200,1977,Head
7162,42.0,28000,32000,1977,Head
7163,45.0,34200,38200,1977,Head
7164,45.0,32000,36000,1977,Head
7165,48.0,38200,40200,1977,Head
7166,48.0,36000,38000,1977,Head
7167,51.0,40200,42200,1977,Head
7168,51.0,38000,40000,1977,Head
7169,52.0,42200,46200,1977,Head
7170,52.0,40000,44000,1977,Head
7171,55.0,46200,52200,1977,Head
7172,55.0,44000,50000,1977,Head
7173,56.0,52200,54200,1977,Head
7174,56.0,50000,52000,1977,Head
7175,58.0,54200,66200,1977,Head
7176,58.0,52000,64000,1977,Head
7177,59.0,66200,72200,1977,Head
7178,59.0,64000,70000,1977,Head
7179,61.0,72200,78200,1977,Head
7180,61.0,70000,76000,1977,Head
7181,62.0,78200,82200,1977,Head
7182,62.0,76000,80000,1977,Head
7183,63.0,82200,90200,1977,Head
7184,63.0,80000,88000,1977,Head
7185,64.0,90200,102200,1977,Head
7186,64.0,88000,100000,1977,Head
7187,66.0,102200,122200,1977,Head
7188,66.0,100000,120000,1977,Head
7189,67.0,122200,142200,1977,Head
7190,67.0,120000,140000,1977,Head
7191,68.0,142200,162200,1977,Head
7192,68.0,140000,160000,1977,Head
7193,69.0,162200,182200,1977,Head
7194,69.0,160000,180000,1977,Head
7195,70.0,182200,10000000,1977,Head
7196,70.0,180000,10000000,1977,Head
7197,0.0,0,3200,1977,Jointly
7198,14.0,3200,4200,1977,Jointly
7199,14.0,0,1000,1977,Jointly
7200,15.0,4200,5200,1977,Jointly
7201,15.0,1000,2000,1977,Jointly
7202,16.0,5200,6200,1977,Jointly
7203,16.0,2000,3000,1977,Jointly
7204,17.0,6200,7200,1977,Jointly
7205,17.0,3000,4000,1977,Jointly
7206,19.0,7200,11200,1977,Jointly
7207,19.0,4000,8000,1977,Jointly
7208,22.0,11200,15200,1977,Jointly
7209,22.0,8000,12000,1977,Jointly
7210,25.0,15200,19200,1977,Jointly
7211,25.0,12000,16000,1977,Jointly
7212,28.0,19200,23200,1977,Jointly
7213,28.0,16000,20000,1977,Jointly
7214,32.0,23200,27200,1977,Jointly
7215,32.0,20000,24000,1977,Jointly
7216,36.0,27200,31200,1977,Jointly
7217,36.0,24000,28000,1977,Jointly
7218,39.0,31200,35200,1977,Jointly
7219,39.0,28000,32000,1977,Jointly
7220,42.0,35200,39200,1977,Jointly
7221,42.0,32000,36000,1977,Jointly
7222,45.0,39200,43200,1977,Jointly
7223,45.0,36000,40000,1977,Jointly
7224,48.0,43200,47200,1977,Jointly
7225,48.0,40000,44000,1977,Jointly
7226,50.0,47200,55200,1977,Jointly
7227,50.0,44000,52000,1977,Jointly
7228,53.0,55200,67200,1977,Jointly
7229,53.0,52000,64000,1977,Jointly
7230,55.0,67200,79200,1977,Jointly
7231,55.0,64000,76000,1977,Jointly
7232,58.0,79200,91200,1977,Jointly
7233,58.0,76000,88000,1977,Jointly
7234,60.0,91200,103200,1977,Jointly
7235,60.0,88000,100000,1977,Jointly
7236,62.0,103200,123200,1977,Jointly
7237,62.0,100000,120000,1977,Jointly
7238,64.0,123200,143200,1977,Jointly
7239,64.0,120000,140000,1977,Jointly
7240,66.0,143200,163200,1977,Jointly
7241,66.0,140000,160000,1977,Jointly
7242,68.0,163200,183200,1977,Jointly
7243,68.0,160000,180000,1977,Jointly
7244,69.0,183200,203200,1977,Jointly
7245,69.0,180000,200000,1977,Jointly
7246,70.0,203200,10000000,1977,Jointly
7247,70.0,200000,10000000,1977,Jointly
7248,0.0,0,160,1977,Separately
7249,14.0,1600,2100,1977,Separately
7250,14.0,0,50,1977,Separately
7251,15.0,2100,2600,1977,Separately
7252,15.0,500,1000,1977,Separately
7253,16.0,2600,3100,1977,Separately
7254,16.0,1000,1500,1977,Separately
7255,17.0,3100,3600,1977,Separately
7256,17.0,1500,2000,1977,Separately
7257,19.0,3600,5600,1977,Separately
7258,19.0,2000,4000,1977,Separately
7259,22.0,5600,7600,1977,Separately
7260,22.0,4000,6000,1977,Separately
7261,25.0,7600,9500,1977,Separately
7262,25.0,6000,8000,1977,Separately
7263,28.0,9500,11600,1977,Separately
7264,28.0,8000,10000,1977,Separately
7265,32.0,11600,13600,1977,Separately
7266,32.0,10000,12000,1977,Separately
7267,36.0,13600,15600,1977,Separately
7268,36.0,12000,14000,1977,Separately
7269,39.0,15600,17600,1977,Separately
7270,39.0,14000,16000,1977,Separately
7271,42.0,17600,19600,1977,Separately
7272,42.0,16000,18000,1977,Separately
7273,45.0,19600,21600,1977,Separately
7274,45.0,18000,20000,1977,Separately
7275,48.0,21600,23600,1977,Separately
7276,48.0,20000,22000,1977,Separately
7277,50.0,23600,27600,1977,Separately
7278,50.0,22000,26000,1977,Separately
7279,53.0,27600,33600,1977,Separately
7280,53.0,26000,32000,1977,Separately
7281,55.0,33600,39600,1977,Separately
7282,55.0,32000,38000,1977,Separately
7283,58.0,39600,45600,1977,Separately
7284,58.0,38000,44000,1977,Separately
7285,60.0,45600,51600,1977,Separately
7286,60.0,44000,50000,1977,Separately
7287,62.0,51600,61600,1977,Separately
7288,62.0,50000,60000,1977,Separately
7289,64.0,61600,71600,1977,Separately
7290,64.0,60000,70000,1977,Separately
7291,66.0,71600,81600,1977,Separately
7292,66.0,70000,80000,1977,Separately
7293,68.0,81600,91600,1977,Separately
7294,68.0,80000,90000,1977,Separately
7295,69.0,91600,101600,1977,Separately
7296,69.0,90000,100000,1977,Separately
7297,70.0,101600,10000000,1977,Separately
7298,70.0,100000,10000000,1977,Separately
7299,14.0,2200,2700,1977,Single
7300,15.0,2700,3200,1977,Single
7301,15.0,500,1000,1977,Single
7302,16.0,3200,3700,1977,Single
7303,16.0,1000,1500,1977,Single
7304,17.0,3700,4200,1977,Single
7305,17.0,1500,2000,1977,Single
7306,19.0,4200,6200,1977,Single
7307,19.0,2000,4000,1977,Single
7308,21.0,6200,8200,1977,Single
7309,21.0,4000,6000,1977,Single
7310,24.0,8200,10200,1977,Single
7311,24.0,6000,8000,1977,Single
7312,25.0,10200,12200,1977,Single
7313,25.0,8000,10000,1977,Single
7314,27.0,12200,14200,1977,Single
7315,27.0,10000,12000,1977,Single
7316,29.0,14200,16200,1977,Single
7317,29.0,12000,14000,1977,Single
7318,31.0,16200,18200,1977,Single
7319,31.0,14000,16000,1977,Single
7320,34.0,18200,20200,1977,Single
7321,34.0,16000,18000,1977,Single
7322,36.0,20200,22200,1977,Single
7323,36.0,18000,20000,1977,Single
7324,38.0,22200,24200,1977,Single
7325,38.0,20000,22000,1977,Single
7326,40.0,24200,28200,1977,Single
7327,40.0,22000,26000,1977,Single
7328,45.0,28200,34200,1977,Single
7329,45.0,26000,32000,1977,Single
7330,50.0,34200,40200,1977,Single
7331,50.0,32000,38000,1977,Single
7332,55.0,40200,46200,1977,Single
7333,55.0,38000,44000,1977,Single
7334,60.0,46200,52200,1977,Single
7335,60.0,44000,50000,1977,Single
7336,62.0,52200,62200,1977,Single
7337,62.0,50000,60000,1977,Single
7338,64.0,62200,72200,1977,Single
7339,64.0,60000,70000,1977,Single
7340,66.0,72200,82200,1977,Single
7341,66.0,70000,80000,1977,Single
7342,68.0,82200,92200,1977,Single
7343,68.0,80000,90000,1977,Single
7344,69.0,92200,102200,1977,Single
7345,69.0,90000,100000,1977,Single
7346,70.0,102200,10000000,1977,Single
7347,70.0,100000,10000000,1977,Single
7348,14.0,2200,3200,1978,Head
7349,16.0,3200,4200,1978,Head
7350,18.0,4200,6200,1978,Head
7351,19.0,6200,8200,1978,Head
7352,22.0,8200,10200,1978,Head
7353,23.0,10200,12200,1978,Head
7354,25.0,12200,14200,1978,Head
7355,27.0,14200,16200,1978,Head
7356,28.0,16200,18200,1978,Head
7357,31.0,18200,20200,1978,Head
7358,32.0,20200,22200,1978,Head
7359,35.0,22200,24200,1978,Head
7360,36.0,24200,26200,1978,Head
7361,38.0,26200,28200,1978,Head
7362,41.0,28200,30200,1978,Head
7363,42.0,30200,34200,1978,Head
7364,45.0,34200,38200,1978,Head
7365,48.0,38200,40200,1978,Head
7366,51.0,40200,42200,1978,Head
7367,52.0,42200,46200,1978,Head
7368,55.0,46200,52200,1978,Head
7369,56.0,52200,54200,1978,Head
7370,58.0,54200,66200,1978,Head
7371,59.0,66200,72200,1978,Head
7372,61.0,72200,78200,1978,Head
7373,62.0,78200,82200,1978,Head
7374,63.0,82200,90200,1978,Head
7375,64.0,90200,102200,1978,Head
7376,66.0,102200,122200,1978,Head
7377,67.0,122200,142200,1978,Head
7378,68.0,142200,162200,1978,Head
7379,69.0,162200,182200,1978,Head
7380,70.0,182200,10000000,1978,Head
7381,0.0,0,3200,1978,Jointly
7382,14.0,3200,4200,1978,Jointly
7383,15.0,4200,5200,1978,Jointly
7384,16.0,5200,6200,1978,Jointly
7385,17.0,6200,7200,1978,Jointly
7386,19.0,7200,11200,1978,Jointly
7387,22.0,11200,15200,1978,Jointly
7388,25.0,15200,19200,1978,Jointly
7389,28.0,19200,23200,1978,Jointly
7390,32.0,23200,27200,1978,Jointly
7391,36.0,27200,31200,1978,Jointly
7392,39.0,31200,35200,1978,Jointly
7393,42.0,35200,39200,1978,Jointly
7394,45.0,39200,43200,1978,Jointly
7395,48.0,43200,47200,1978,Jointly
7396,50.0,47200,55200,1978,Jointly
7397,53.0,55200,67200,1978,Jointly
7398,55.0,67200,79200,1978,Jointly
7399,58.0,79200,91200,1978,Jointly
7400,60.0,91200,103200,1978,Jointly
7401,62.0,103200,123200,1978,Jointly
7402,64.0,123200,143200,1978,Jointly
7403,66.0,143200,163200,1978,Jointly
7404,68.0,163200,183200,1978,Jointly
7405,69.0,183200,203200,1978,Jointly
7406,70.0,203200,10000000,1978,Jointly
7407,0.0,0,160,1978,Separately
7408,14.0,1600,2100,1978,Separately
7409,15.0,2100,2600,1978,Separately
7410,16.0,2600,3100,1978,Separately
7411,17.0,3100,3600,1978,Separately
7412,19.0,3600,5600,1978,Separately
7413,22.0,5600,7600,1978,Separately
7414,25.0,7600,9500,1978,Separately
7415,28.0,9500,11600,1978,Separately
7416,32.0,11600,13600,1978,Separately
7417,36.0,13600,15600,1978,Separately
7418,39.0,15600,17600,1978,Separately
7419,42.0,17600,19600,1978,Separately
7420,45.0,19600,21600,1978,Separately
7421,48.0,21600,23600,1978,Separately
7422,50.0,23600,27600,1978,Separately
7423,53.0,27600,33600,1978,Separately
7424,55.0,33600,39600,1978,Separately
7425,58.0,39600,45600,1978,Separately
7426,60.0,45600,51600,1978,Separately
7427,62.0,51600,61600,1978,Separately
7428,64.0,61600,71600,1978,Separately
7429,66.0,71600,81600,1978,Separately
7430,68.0,81600,91600,1978,Separately
7431,69.0,91600,101600,1978,Separately
7432,70.0,101600,10000000,1978,Separately
7433,14.0,2200,2700,1978,Single
7434,15.0,2700,3200,1978,Single
7435,16.0,3200,3700,1978,Single
7436,17.0,3700,4200,1978,Single
7437,19.0,4200,6200,1978,Single
7438,21.0,6200,8200,1978,Single
7439,24.0,8200,10200,1978,Single
7440,25.0,10200,12200,1978,Single
7441,27.0,12200,14200,1978,Single
7442,29.0,14200,16200,1978,Single
7443,31.0,16200,18200,1978,Single
7444,34.0,18200,20200,1978,Single
7445,36.0,20200,22200,1978,Single
7446,38.0,22200,24200,1978,Single
7447,40.0,24200,28200,1978,Single
7448,45.0,28200,34200,1978,Single
7449,50.0,34200,40200,1978,Single
7450,55.0,40200,46200,1978,Single
7451,60.0,46200,52200,1978,Single
7452,62.0,52200,62200,1978,Single
7453,64.0,62200,72200,1978,Single
7454,66.0,72200,82200,1978,Single
7455,68.0,82200,92200,1978,Single
7456,69.0,92200,102200,1978,Single
7457,70.0,102200,10000000,1978,Single
7458,14.0,2300,4400,1979,Head
7459,16.0,4400,6500,1979,Head
7460,18.0,6500,8700,1979,Head
7461,22.0,8700,11800,1979,Head
7462,24.0,11800,15000,1979,Head
7463,26.0,15000,18200,1979,Head
7464,31.0,18200,23500,1979,Head
7465,36.0,23500,28800,1979,Head
7466,42.0,28800,34100,1979,Head
7467,46.0,34100,44700,1979,Head
7468,54.0,44700,60600,1979,Head
7469,59.0,60600,81800,1979,Head
7470,63.0,81800,108300,1979,Head
7471,68.0,108300,161300,1979,Head
7472,70.0,161300,10000000,1979,Head
7473,0.0,0,3400,1979,Jointly
7474,14.0,3400,5500,1979,Jointly
7475,16.0,5500,7600,1979,Jointly
7476,18.0,7600,11900,1979,Jointly
7477,21.0,11900,16000,1979,Jointly
7478,24.0,16000,20200,1979,Jointly
7479,28.0,20200,24600,1979,Jointly
7480,32.0,24600,29900,1979,Jointly
7481,37.0,29900,35200,1979,Jointly
7482,43.0,35200,45800,1979,Jointly
7483,49.0,45800,60000,1979,Jointly
7484,54.0,60000,85600,1979,Jointly
7485,59.0,85600,109400,1979,Jointly
7486,64.0,109400,162400,1979,Jointly
7487,68.0,162400,215400,1979,Jointly
7488,70.0,215400,10000000,1979,Jointly
7489,0.0,0,170,1979,Separately
7490,14.0,1700,2750,1979,Separately
7491,16.0,2750,3800,1979,Separately
7492,18.0,3800,5950,1979,Separately
7493,21.0,5950,8000,1979,Separately
7494,24.0,8000,10100,1979,Separately
7495,28.0,10100,12300,1979,Separately
7496,32.0,12300,14950,1979,Separately
7497,37.0,14950,17600,1979,Separately
7498,43.0,17600,22900,1979,Separately
7499,49.0,22900,30000,1979,Separately
7500,54.0,30000,42800,1979,Separately
7501,59.0,42800,54700,1979,Separately
7502,64.0,54700,81200,1979,Separately
7503,68.0,81200,107700,1979,Separately
7504,70.0,107700,10000000,1979,Separately
7505,14.0,2300,3400,1979,Single
7506,16.0,3400,4400,1979,Single
7507,18.0,4400,6500,1979,Single
7508,19.0,6500,8500,1979,Single
7509,21.0,8500,10800,1979,Single
7510,24.0,10800,12900,1979,Single
7511,26.0,12900,15000,1979,Single
7512,30.0,15000,18200,1979,Single
7513,34.0,18200,23500,1979,Single
7514,39.0,23500,28800,1979,Single
7515,44.0,28800,34100,1979,Single
7516,49.0,34100,41500,1979,Single
7517,55.0,41500,55300,1979,Single
7518,63.0,55300,81800,1979,Single
7519,68.0,81800,108300,1979,Single
7520,70.0,108300,10000000,1979,Single
7521,0.0,0,2300,1980,Head
7522,14.0,2300,4400,1980,Head
7523,16.0,4400,6500,1980,Head
7524,18.0,6500,8700,1980,Head
7525,22.0,8700,11800,1980,Head
7526,24.0,11800,15000,1980,Head
7527,26.0,15000,18200,1980,Head
7528,31.0,18200,23500,1980,Head
7529,36.0,23500,28800,1980,Head
7530,42.0,28800,34100,1980,Head
7531,46.0,34100,44700,1980,Head
7532,54.0,44700,60600,1980,Head
7533,59.0,60600,81800,1980,Head
7534,63.0,81800,108300,1980,Head
7535,68.0,108300,161300,1980,Head
7536,70.0,161300,10000000,1980,Head
7537,0.0,0,3400,1980,Jointly
7538,14.0,3400,5500,1980,Jointly
7539,16.0,5500,7600,1980,Jointly
7540,18.0,7600,11900,1980,Jointly
7541,21.0,11900,16000,1980,Jointly
7542,24.0,16000,20200,1980,Jointly
7543,28.0,20200,24600,1980,Jointly
7544,32.0,24600,29900,1980,Jointly
7545,37.0,29900,35200,1980,Jointly
7546,43.0,35200,45800,1980,Jointly
7547,49.0,45800,60000,1980,Jointly
7548,54.0,60000,85600,1980,Jointly
7549,59.0,85600,109400,1980,Jointly
7550,64.0,109400,162400,1980,Jointly
7551,68.0,162400,215400,1980,Jointly
7552,70.0,215400,10000000,1980,Jointly
7553,0.0,0,170,1980,Separately
7554,14.0,1700,2750,1980,Separately
7555,16.0,2750,3800,1980,Separately
7556,18.0,3800,5950,1980,Separately
7557,21.0,5950,8000,1980,Separately
7558,24.0,8000,10100,1980,Separately
7559,28.0,10100,12300,1980,Separately
7560,32.0,12300,14950,1980,Separately
7561,37.0,14950,17600,1980,Separately
7562,43.0,17600,22900,1980,Separately
7563,49.0,22900,30000,1980,Separately
7564,54.0,30000,42800,1980,Separately
7565,59.0,42800,54700,1980,Separately
7566,64.0,54700,81200,1980,Separately
7567,68.0,81200,107700,1980,Separately
7568,70.0,107700,10000000,1980,Separately
7569,0.0,0,2300,1980,Single
7570,14.0,2300,3400,1980,Single
7571,16.0,3400,4400,1980,Single
7572,18.0,4400,6500,1980,Single
7573,19.0,6500,8500,1980,Single
7574,21.0,8500,10800,1980,Single
7575,24.0,10800,12900,1980,Single
7576,26.0,12900,15000,1980,Single
7577,30.0,15000,18200,1980,Single
7578,34.0,18200,23500,1980,Single
7579,39.0,23500,28800,1980,Single
7580,44.0,28800,34100,1980,Single
7581,49.0,34100,41500,1980,Single
7582,55.0,41500,55300,1980,Single
7583,63.0,55300,81800,1980,Single
7584,68.0,81800,108300,1980,Single
7585,70.0,108300,10000000,1980,Single
7586,11.0,2300,4400,1981,Head
7587,13.0,4400,6500,1981,Head
7588,15.0,6500,8700,1981,Head
7589,18.0,8700,11800,1981,Head
